,I18,I20,I21,I22,I23,I24,J18,J19,J20,J21,J22,J23,J24
ENSG00000172809,3.137116955699143,3.3061798017175534,3.2429365399358976,3.190508380498099,3.2930818590569464,3.2320561650075508,3.0965291830102832,3.409465179780162,3.3561722995177297,3.1701148573528344,3.198688704417188,3.1218730624995183,3.3913497492989952
ENSG00000233762,3.1607502814876693,2.9591840478253633,2.9975808679777454,3.169896361140777,2.9462941792954913,2.7472076914566634,3.233584344073141,3.225345599065225,3.16594509184584,3.1937825845920185,2.955576513192876,3.2418374758346387,3.1066250803821305
ENSG00000166913,2.8638004572334808,3.155804391824426,2.9975808679777454,3.2689536666988266,3.058222998265388,3.152101394753364,3.478490995451343,2.8270904854609618,3.0718583843122786,3.0425653622732725,3.2223853165213447,3.1836531240398114,3.07313076091063
ENSG00000132507,3.0881056747046842,3.3736585654247904,2.733967031011416,2.8823329893541714,2.7860766486921924,3.341146282520316,3.0202465500199263,2.8270904854609618,2.8922232090563083,3.0425653622732725,2.8593549675479437,2.7382059116013373,3.1066250803821305
ENSG00000122566,3.2284731684882577,3.4963228754034046,3.4095618007082575,3.3761663960962958,3.6279122970285,3.407776608043466,3.754210969034756,3.450646391463074,3.635099038174292,3.1701148573528344,3.413635616813178,3.4684613640696957,3.6516614449412543
ENSG00000198034,3.0626687835601163,2.9591840478253633,2.9975808679777454,3.0829173584571965,2.9462941792954913,3.2697574072105775,3.0965291830102832,2.8270904854609618,2.852071683832284,2.8312793153025146,3.0978530129885966,3.0213977654501263,3.1390337938534776
ENSG00000102144,2.9822290295709255,3.035229452596164,2.733967031011416,2.434576581621819,2.507324396316925,2.8461369088821975,2.3747357138579575,2.4135526739084447,2.569959442547882,2.686903605391505,2.6750254774310402,2.587037548671646,2.207897419230693
ENSG00000144381,3.0626687835601163,2.93923346042757,2.9501265447578846,2.70010638294871,2.885251807987741,2.953224565392506,3.0717426167084185,3.146508172930396,2.8922232090563083,2.3697149162152193,2.892468273330715,2.587037548671646,2.8445104668821477
ENSG00000105193,3.35154104995959,3.3472109177620473,3.6167587481651964,3.547078661605598,3.465677779597897,3.386056076979694,3.558730983293882,3.6510504090078406,3.671861802515977,3.697532600849498,3.66837365385204,3.4223524019174465,3.3662597446707014
ENSG00000115053,2.6153117762341624,3.01675334711826,3.042884932295637,2.9363752221816006,2.7140364932538112,3.1239631782872674,2.993468679166794,2.3549628757312937,3.0384205170311556,2.7970921590240616,3.124031079297623,2.531104567180145,2.7070486692640454
ENSG00000197747,3.6497097561322804,3.5191482724895424,3.8494538490139543,3.6026353112649803,3.780405063474361,3.5098201540703893,3.7668140862045347,3.683535193234852,3.7582578675463587,3.842039027733464,3.858901814410371,3.7253519221717406,3.81028058285676
ENSG00000115268,3.3706565720570336,3.3472109177620473,3.2246390065608175,3.169896361140777,3.205640908234299,3.0950102219578963,2.9659539779593636,3.2746498143263896,3.380618015593008,3.345412005024098,3.245533373035062,3.2418374758346387,3.1066250803821305
ENSG00000143321,3.4951175748251244,3.122811980821803,3.2060004233957375,3.4417452818077408,3.566139775098198,3.418462479699208,3.167402942762257,3.3443276764738035,3.1954379251511735,3.069410017615005,3.2223853165213447,3.4456726140039255,3.3141083816500334
ENSG00000127184,3.2918991286083923,3.2186929858346054,3.3462030739844226,3.169896361140777,2.885251807987741,3.2447818325257405,3.233584344073141,3.321636919939687,3.279031084265601,3.2395010706409986,3.014937421021827,3.4907423371242996,3.3405239952238
ENSG00000117525,2.574179270660435,2.7142014963185876,2.330817232162015,2.3436755557618105,1.8037576897348693,2.6603520954936735,2.4238941131358707,2.292725493702142,2.45494973187647,2.6060632801695314,2.6750254774310402,2.6903113767648286,2.6566820074089925
ENSG00000169567,3.5280071085701112,3.5078006973767915,3.5786122429131457,3.7293595132288835,3.642777088091852,3.449851588101872,3.7668140862045347,3.4706180174908208,3.7582578675463587,3.5116816099711197,3.5741155110108394,3.5952581307891416,3.6127146511735155
ENSG00000237550,2.6153117762341624,2.2385111373247684,2.236200601096458,2.594809162541596,1.9740293611205488,2.6603520954936735,2.268515455257906,2.66394732398461,2.622856643102047,2.7616947437364403,2.2219316785394567,2.2696005336479903,2.207897419230693
ENSG00000108107,2.574179270660435,2.45656164116645,2.3749673017066475,2.3436755557618105,2.7140364932538112,2.726190743823302,2.2108509647785826,2.6186347389055022,1.9997905836167882,2.724998225954708,2.1561275578926473,2.4088763494672967,2.425220819957094
ENSG00000110700,3.250065237838276,3.2186929858346054,3.4247935292128404,3.4257493171439473,3.2503168193061907,3.1658790573632465,3.444500995202471,3.298419315261387,2.852071683832284,3.4039611987014315,3.2902814658725705,2.8276181604101605,3.3405239952238
ENSG00000185641,2.8638004572334808,2.9787443823685424,3.1676475327789686,3.190508380498099,3.411389678920371,3.2320561650075508,3.295656328000589,3.5094030860892365,3.2519357639114816,3.2395010706409986,3.245533373035062,3.34893967404526,2.965339839674915
ENSG00000108602,3.8204698492963103,3.263392831681874,3.5523480565821837,3.8093865646263474,3.6574241496943958,3.500071815962077,3.884810703348459,3.885446728840705,3.9932202573650537,3.8046531731750313,3.683254415807717,3.8710443570343034,3.742868030965998
ENSG00000167526,3.0626687835601163,3.2186929858346054,3.4545781554033086,3.3929686852921654,3.2930818590569464,3.0950102219578963,3.3728454508221524,3.450646391463074,3.3561722995177297,3.545155521952597,3.2681576975499853,3.1218730624995183,3.200860852408008
ENSG00000189159,3.3121775883044915,3.3866246273609537,3.2785568367840043,3.2107041106343264,2.9162386927321053,3.557185384849089,2.9376607464365114,3.0902704657700824,3.536805513932631,3.422739823737557,3.0978530129885966,3.533868080109048,3.463050311012185
ENSG00000087086,3.6779541977317765,3.36052217380362,3.8294838781972933,3.798338815957401,3.978092296513719,3.282015106431257,3.6185874334231585,3.76041016781271,3.774676171299344,3.9896090201921504,3.7123676636056357,3.7596117026953655,3.6127146511735155
ENSG00000158710,3.3706565720570336,3.3200447457341826,3.3783841444688902,3.0599368747355027,3.205640908234299,3.386056076979694,3.3540995296472196,3.36651496551232,3.279031084265601,3.2169030773610663,3.413635616813178,3.1532401144156066,3.3405239952238
ENSG00000089157,2.9247668856722204,3.035229452596164,3.1676475327789686,2.9363752221816006,3.003823779567139,3.0027540205916963,3.0463260273547297,2.9340577509403296,2.9308246282303356,3.0149801455993224,3.245533373035062,3.1532401144156066,2.965339839674915
ENSG00000161970,1.580325597467182,2.5793190507406765,2.4968033786293518,2.594809162541596,2.184976054485816,2.767792004072847,2.5155059774310504,2.5711710666518153,2.514107080960038,2.0596297902544403,2.5905946483899025,2.587037548671646,2.425220819957094
ENSG00000197958,3.0626687835601163,2.9787443823685424,3.1277648302472363,3.169896361140777,3.084351677083134,3.018733293965801,3.1443320061172453,2.899657828988085,3.1042142431326165,2.9866123459957326,2.985697367125115,2.9855300312745556,2.965339839674915
ENSG00000109971,3.1129115483621503,3.44904699549498,3.5116112726878725,3.3059832096760142,3.334092807619193,3.3295964627358865,3.233584344073141,3.3882206450376935,3.279031084265601,3.3653117335950924,3.4327925201189515,3.4223524019174465,3.508145036970592
ENSG00000198431,3.5907087326688902,3.5078006973767915,3.7343286982452875,3.6160552512231106,3.6279122970285,3.1658790573632465,3.6185874334231585,3.61747483020997,3.774676171299344,3.817271063940398,3.5904551831567537,3.671655627249735,3.6705804066065517
ENSG00000154582,2.439538122245324,2.763441606144699,2.457817709752873,2.189660470606603,2.2464419742766397,2.726190743823302,2.4238941131358707,2.4688988730808035,2.3249727784342538,2.195398092810185,2.1561275578926473,2.531104567180145,2.357894308056047
ENSG00000131469,2.8638004572334808,3.01675334711826,3.020489435479612,2.8252025030349586,3.1346460020303457,2.883121731566118,3.167402942762257,3.1734838353395207,2.9308246282303356,3.1701148573528344,2.7896454397622654,2.9483277885636827,2.965339839674915
ENSG00000164032,3.0365679311399605,3.171901189309316,2.900307633004179,3.0123282165990504,2.975472629256204,3.152101394753364,3.3540995296472196,3.0902704657700824,3.0384205170311556,3.1701148573528344,3.070971191300139,3.213168417606894,2.965339839674915
ENSG00000105372,3.271200926575438,3.2778595254544314,3.5389526729243,3.6160552512231106,3.6279122970285,3.018733293965801,3.391246418982811,3.683535193234852,2.9679911936972405,3.384823177171763,3.470039317084084,3.2697074742525536,3.3141083816500334
ENSG00000173812,3.271200926575438,3.1877429792902006,3.260905280669377,3.2689536666988266,3.313797555844236,3.152101394753364,3.4616404033901587,3.3443276764738035,3.2240857921984984,3.3653117335950924,3.0978530129885966,3.0213977654501263,3.286976006942536
ENSG00000186468,3.2064045735847784,3.122811980821803,3.3624230563032356,3.2499116743520777,3.2719279278415563,3.0651939338359617,3.4950623439807185,3.2746498143263896,2.9679911936972405,3.1701148573528344,3.1495413001878125,3.32322020847569,3.07313076091063
ENSG00000149273,3.3706565720570336,3.105898401418945,3.2959022122189148,3.2876398267774847,3.4298151268997588,3.1095914806729024,3.1899535922450837,3.321636919939687,3.1954379251511735,3.1937825845920185,3.124031079297623,3.296821750252998,3.286976006942536
ENSG00000119705,2.9822290295709255,3.035229452596164,2.9975808679777454,2.854175677280675,2.6759718924879063,2.9865152579795264,3.1443320061172453,2.8640322652614496,3.0384205170311556,2.8312793153025146,2.9245201419140536,2.783911022083346,2.9266631652227875
ENSG00000106366,2.099506368300579,2.6886413260221658,2.2846275378218475,2.4771052403151743,2.3590829343859125,2.8461369088821975,1.939779445389482,1.4301308194656037,2.392071521383173,2.2569423427795012,2.5905946483899025,2.107738928862401,2.285705614423374
ENSG00000106153,3.18383794421082,2.9591840478253633,2.6717457250075634,2.6311542017256904,2.9162386927321053,2.767792004072847,2.7134153299157164,2.9340577509403296,2.8922232090563083,2.5181084433080456,2.448862446215656,2.783911022083346,2.285705614423374
ENSG00000005022,3.2064045735847784,2.9787443823685424,2.9255272972993245,2.9363752221816006,2.820239626361859,3.0802132001604865,2.878553239042762,2.7488421830909595,2.622856643102047,2.686903605391505,3.1495413001878125,2.8694947151801347,2.7070486692640454
ENSG00000229344,2.7988744139680843,2.9591840478253633,2.534326023752604,2.7646092987471005,2.552226728270738,3.0027540205916963,2.676843503330091,2.8640322652614496,2.0915222846976893,2.6473001152111078,2.633700868978811,2.471856764153022,2.8445104668821477
ENSG00000142864,2.164824617230797,2.4886924031036064,2.639120342109994,2.434576581621819,2.3590829343859125,2.6374060467130223,2.599424942242136,2.0787339091580495,1.6598152445179766,2.3149174944867066,2.283671677188233,2.2696005336479903,2.357894308056047
ENSG00000132475,3.1607502814876693,3.1877429792902006,3.2959022122189148,3.2689536666988266,3.313797555844236,3.0950102219578963,3.212006904600399,3.030680626710455,3.3054115742156083,2.9574162605251617,2.9245201419140536,3.2697074742525536,2.800756276744835
ENSG00000115310,3.3121775883044915,3.122811980821803,3.260905280669377,3.4574893988462985,3.373487908204226,3.1658790573632465,3.1207162061085354,3.030680626710455,3.2240857921984984,3.283220440345971,3.451589324063655,3.0560234270587348,3.1704250701913335
ENSG00000136238,3.2064045735847784,3.4245436225513175,3.5914901073279917,3.4417452818077408,3.3926183508430294,3.2941243720798257,3.2753907727097373,3.321636919939687,3.1954379251511735,3.384823177171763,3.0978530129885966,3.671655627249735,3.3405239952238
ENSG00000130726,2.654819029423146,2.9188767305663155,2.5704914914011145,2.517898754721667,2.636400846580898,3.179469472891536,2.470748770334079,2.7072953752699873,2.45494973187647,2.6060632801695314,2.085686322926927,2.783911022083346,2.5476333030438534
ENSG00000108953,2.654819029423146,2.9188767305663155,2.7033402363299337,2.7646092987471005,2.2464419742766397,2.78796113463643,2.470748770334079,2.4688988730808035,2.1755417828759396,2.1298163030311805,2.5455462472258517,2.3416612034430044,2.6566820074089925
ENSG00000136938,2.9539106380977374,2.997929439049281,2.9255272972993245,2.795364772749675,2.7507051537404563,3.0950102219578963,3.0717426167084185,2.8640322652614496,3.0384205170311556,2.686903605391505,3.1495413001878125,2.8276181604101605,2.9266631652227875
ENSG00000155506,3.4078251408252056,3.122811980821803,3.4691442702800406,3.3929686852921654,3.313797555844236,3.3295964627358865,3.334995474675865,2.9340577509403296,3.3561722995177297,3.0149801455993224,2.7896454397622654,3.1836531240398114,2.965339839674915
ENSG00000218227,2.7647589926795275,2.5198228371001417,3.042884932295637,2.962339175246786,3.084351677083134,2.726190743823302,2.7827756247221447,2.7072953752699873,2.9308246282303356,2.9866123459957326,3.070971191300139,2.3416612034430044,3.0384755773671115
ENSG00000262902,3.1129115483621503,3.171901189309316,3.3297156601448936,3.359076958354364,3.058222998265388,3.179469472891536,3.3728454508221524,3.4706180174908208,3.3054115742156083,3.2615996593787817,3.5741155110108394,3.34893967404526,3.2303975934585014
ENSG00000111716,3.18383794421082,2.662410657921509,2.7636836324138425,3.1273522302165078,2.5951991863587094,2.726190743823302,2.5155059774310504,3.0902704657700824,2.6730957471144903,2.7970921590240616,3.0978530129885966,2.9855300312745556,2.7070486692640454
ENSG00000108821,3.461109424616568,3.626058494765902,3.260905280669377,3.575242754492245,3.7931808225885453,3.4702433128482015,3.779260339732304,3.564898185964244,3.279031084265601,3.654206777107921,3.7949431183100595,3.840453074125763,3.777142255900272
ENSG00000132341,3.250065237838276,3.035229452596164,2.9501265447578846,3.0829173584571965,2.7507051537404563,2.883121731566118,3.0463260273547297,2.4135526739084447,3.0384205170311556,2.9866123459957326,3.014937421021827,2.9855300312745556,3.07313076091063
ENSG00000188846,2.7647589926795275,2.7871813116443844,2.9501265447578846,2.557093177819222,2.507324396316925,2.6139210866937868,3.1443320061172453,2.6186347389055022,2.253045890380962,2.724998225954708,2.7147099177933915,2.471856764153022,2.123520408486718
ENSG00000225630,1.8732378118024398,2.3890265748749844,2.18530861518356,2.189660470606603,2.4109771358497003,2.6139210866937868,2.014740537805698,2.226356027809888,2.1755417828759396,2.0596297902544403,2.0099045512939435,2.4088763494672967,2.6036433717865815
ENSG00000026508,3.271200926575438,3.333720079024391,3.5914901073279917,3.532693463655254,3.3926183508430294,3.3060887560750833,3.5891069908459046,3.225345599065225,3.4044803709474647,3.6393374106387597,3.451589324063655,3.5125376693169548,3.439716712364762
ENSG00000163466,3.137116955699143,3.155804391824426,3.2246390065608175,3.2499116743520777,3.1346460020303457,3.566395045605752,2.9659539779593636,3.0609193491975897,3.0718583843122786,3.593354835260808,3.245533373035062,3.213168417606894,3.1704250701913335
ENSG00000114391,2.729438476085454,2.5793190507406765,2.8744354453424825,2.557093177819222,2.7507051537404563,2.4600966974993383,2.5155059774310504,2.6186347389055022,2.45494973187647,2.6473001152111078,2.7147099177933915,2.8276181604101605,2.5476333030438534
ENSG00000197061,2.9822290295709255,2.876876247671292,2.9975808679777454,2.8252025030349586,3.003823779567139,2.970008439065902,3.212006904600399,3.030680626710455,2.9679911936972405,2.896335286966226,2.9245201419140536,2.9096878824817765,3.1066250803821305
ENSG00000131747,2.7988744139680843,2.662410657921509,2.9255272972993245,2.909719131717198,2.7507051537404563,2.901113523486507,2.815731336416723,3.1187846022279744,3.1042142431326165,2.8312793153025146,2.955576513192876,3.2697074742525536,2.9266631652227875
ENSG00000166598,3.3121775883044915,2.9188767305663155,3.1277648302472363,3.105381581263455,3.2503168193061907,3.0802132001604865,3.0965291830102832,2.899657828988085,3.1355559290864146,3.2169030773610663,3.0433467277531787,3.32322020847569,3.1704250701913335
ENSG00000153187,3.0626687835601163,3.292119914991785,3.042884932295637,3.148850529002135,3.003823779567139,2.883121731566118,2.9376607464365114,3.321636919939687,2.9308246282303356,2.9574162605251617,3.0433467277531787,2.783911022083346,2.9266631652227875
ENSG00000174444,3.2918991286083923,2.833034090423049,3.107210685221776,2.962339175246786,3.1588753389603967,2.9361541776470363,3.1443320061172453,2.9994989356302346,2.7665824309644704,2.8312793153025146,2.9245201419140536,2.8276181604101605,3.286976006942536
ENSG00000166441,2.9247668856722204,2.7391245941706934,2.8205920014127948,2.4771052403151743,2.7860766486921924,2.7047225840348688,2.676843503330091,3.0902704657700824,2.45494973187647,2.6473001152111078,2.7896454397622654,2.3416612034430044,2.488298995165697
ENSG00000161011,3.663931692177766,3.333720079024391,3.2959022122189148,3.4729894758948983,3.5002987055822077,3.2061084491510927,3.6185874334231585,3.582732649179546,3.380618015593008,3.5116816099711197,3.66837365385204,3.398475345984951,3.3913497492989952
ENSG00000242071,2.9539106380977374,2.8980969779836414,3.3129518480314224,3.0123282165990504,2.820239626361859,2.8271185654580253,3.0202465500199263,3.0902704657700824,2.8102403308861907,3.1937825845920185,2.9245201419140536,2.9483277885636827,3.200860852408008
ENSG00000187109,3.0097675244833195,3.08869382397298,3.107210685221776,3.1273522302165078,2.7507051537404563,3.018733293965801,3.1899535922450837,2.7488421830909595,3.0718583843122786,3.0425653622732725,3.311926348712122,3.0213977654501263,3.0384755773671115
ENSG00000008394,3.3121775883044915,3.1877429792902006,3.18700783484664,3.230500034318312,3.373487908204226,3.4290353697451676,3.3728454508221524,3.3443276764738035,2.852071683832284,3.384823177171763,3.333112639250659,3.1218730624995183,3.2303975934585014
ENSG00000135506,1.9544836005232362,2.4233641228542235,1.882788780738768,1.602632796283498,1.1800110579924656,2.2444246658791225,0.9649648396400448,1.8061214098201093,1.7864223279342177,1.4864864338685102,1.7404795740912804,1.8018300477916511,1.543353469559566
ENSG00000138668,3.4078251408252056,3.4847117818856215,3.2785568367840043,3.0829173584571965,3.581944308932432,3.375016292690666,2.9376607464365114,2.9673135663722525,3.4044803709474647,3.345412005024098,3.470039317084084,3.34893967404526,3.2303975934585014
ENSG00000102317,2.9822290295709255,3.3994247202050842,2.900307633004179,3.2499116743520777,2.975472629256204,3.575520661943137,3.0717426167084185,2.9994989356302346,3.4505619186829217,2.7970921590240616,2.985697367125115,3.1836531240398114,3.1704250701913335
ENSG00000165119,2.729438476085454,2.9591840478253633,3.107210685221776,3.0123282165990504,2.9162386927321053,3.0344612409124605,2.7827756247221447,2.9994989356302346,3.3561722995177297,2.6060632801695314,2.825107507988645,2.8694947151801347,2.965339839674915
ENSG00000243859,2.3903037106936758,2.662410657921509,2.534326023752604,2.795364772749675,2.820239626361859,2.726190743823302,2.4238941131358707,2.5711710666518153,2.852071683832284,2.6473001152111078,2.892468273330715,2.531104567180145,2.8445104668821477
ENSG00000117450,3.1607502814876693,3.155804391824426,3.3129518480314224,3.230500034318312,3.058222998265388,2.9865152579795264,3.0965291830102832,3.298419315261387,3.4728300903696887,3.2615996593787817,3.0978530129885966,3.0894901686891725,3.200860852408008
ENSG00000219928,2.7647589926795275,2.6354733650254016,2.7636836324138425,3.1273522302165078,3.003823779567139,2.767792004072847,2.8476355305594407,2.8640322652614496,2.622856643102047,3.4039611987014315,2.9245201419140536,2.6903113767648286,3.3913497492989952
ENSG00000150687,2.6928245990661535,2.9188767305663155,3.042884932295637,3.0829173584571965,2.7140364932538112,3.152101394753364,3.0717426167084185,3.1187846022279744,2.9679911936972405,3.1210295852656613,2.7896454397622654,2.9096878824817765,2.9266631652227875
ENSG00000104904,3.0365679311399605,2.7871813116443844,3.1479049970820308,3.0599368747355027,3.2719279278415563,3.0027540205916963,2.8476355305594407,2.7488421830909595,3.3311139836979473,3.2395010706409986,2.955576513192876,3.533868080109048,3.0384755773671115
ENSG00000119335,3.35154104995959,2.93923346042757,3.107210685221776,3.3059832096760142,3.1588753389603967,2.9361541776470363,3.1207162061085354,2.5711710666518153,2.8922232090563083,3.1701148573528344,3.2681576975499853,2.6903113767648286,3.0384755773671115
ENSG00000100345,2.3903037106936758,2.5198228371001417,2.792542582606381,2.854175677280675,2.6759718924879063,2.8271185654580253,2.7486967131263937,2.4688988730808035,2.8922232090563083,2.4710489078327122,3.014937421021827,2.8276181604101605,2.6566820074089925
ENSG00000170421,2.283905849671514,2.5198228371001417,2.605394541147301,2.189660470606603,2.4109771358497003,2.5652288208935694,2.676843503330091,2.4135526739084447,2.9679911936972405,2.5630525568647355,2.4983723615692655,2.2696005336479903,1.9298409488777595
ENSG00000075415,2.654819029423146,3.0533703751142736,3.042884932295637,2.8252025030349586,3.182531475997951,3.0802132001604865,3.6330080217641316,2.9340577509403296,3.1954379251511735,2.9866123459957326,3.174416905337274,3.0894901686891725,2.8864302121507275
ENSG00000110958,3.2064045735847784,3.071188059690512,2.9255272972993245,3.036415841955198,3.2930818590569464,3.0950102219578963,3.0463260273547297,3.4901985751987388,2.9308246282303356,2.6473001152111078,3.0433467277531787,2.6903113767648286,2.800756276744835
ENSG00000213585,3.18383794421082,3.4120630392116857,2.9741351690587736,3.2499116743520777,2.853273947129258,3.4290353697451676,3.167402942762257,3.0609193491975897,3.279031084265601,3.345412005024098,2.7896454397622654,3.1218730624995183,3.1390337938534776
ENSG00000110321,3.271200926575438,3.3061798017175534,3.0862251856908576,3.036415841955198,3.1098149961272465,3.2447818325257405,3.0717426167084185,3.1187846022279744,3.2519357639114816,3.384823177171763,3.2681576975499853,3.1218730624995183,2.7549997110977276
ENSG00000181163,3.0097675244833195,3.035229452596164,2.7033402363299337,2.9876460264366957,2.7507051537404563,3.0651939338359617,2.878553239042762,2.8640322652614496,2.7209311614480423,3.0425653622732725,2.955576513192876,3.0213977654501263,3.1066250803821305
ENSG00000117523,2.729438476085454,2.876876247671292,2.639120342109994,2.6311542017256904,2.853273947129258,2.918787323645782,2.9659539779593636,2.5711710666518153,2.9679911936972405,2.6060632801695314,2.955576513192876,2.9096878824817765,2.357894308056047
ENSG00000169100,3.0365679311399605,3.263392831681874,2.900307633004179,3.0829173584571965,3.2282283351529943,3.2447818325257405,3.0965291830102832,2.9994989356302346,3.279031084265601,3.1210295852656613,3.2223853165213447,3.0560234270587348,3.439716712364762
ENSG00000008018,3.332052991892856,3.3472109177620473,3.394094473448747,2.962339175246786,3.1098149961272465,3.1381312531587104,3.3728454508221524,3.199750884848215,3.2240857921984984,3.45927116447489,3.333112639250659,3.4907423371242996,2.8445104668821477
ENSG00000270906,2.9822290295709255,2.5198228371001417,2.847876069167477,2.1325578845233477,2.552226728270738,2.6827834121114154,2.638883239958646,2.4688988730808035,2.3249727784342538,2.6060632801695314,2.633700868978811,2.4088763494672967,2.357894308056047
ENSG00000167642,2.574179270660435,3.2033377156467933,2.7033402363299337,2.7646092987471005,2.820239626361859,3.0651939338359617,2.676843503330091,2.4135526739084447,2.569959442547882,2.686903605391505,2.3967730341888784,3.0213977654501263,2.8445104668821477
ENSG00000130402,3.3121775883044915,3.248713776758877,3.1277648302472363,3.3059832096760142,3.003823779567139,3.460099427379264,3.1443320061172453,3.4302677571683415,3.0718583843122786,3.283220440345971,3.0978530129885966,3.1836531240398114,3.0384755773671115
ENSG00000221983,2.6928245990661535,2.6886413260221658,2.9255272972993245,2.2949260719245497,2.820239626361859,2.883121731566118,2.676843503330091,2.899657828988085,2.392071521383173,2.7616947437364403,2.5905946483899025,2.8276181604101605,2.357894308056047
ENSG00000176340,2.574179270660435,3.035229452596164,2.9501265447578846,3.036415841955198,2.975472629256204,2.8461369088821975,3.1207162061085354,2.9340577509403296,3.0384205170311556,2.9574162605251617,2.955576513192876,3.0894901686891725,3.07313076091063
ENSG00000108424,2.9822290295709255,3.122811980821803,2.639120342109994,2.962339175246786,2.820239626361859,2.953224565392506,2.878553239042762,2.66394732398461,2.9679911936972405,2.8312793153025146,2.825107507988645,2.9096878824817765,2.8445104668821477
ENSG00000206503,3.2064045735847784,3.2338160330525034,3.5253754139164974,3.4417452818077408,3.5002987055822077,3.1381312531587104,3.315519334923364,3.5094030860892365,3.2519357639114816,3.49451486734977,3.413635616813178,3.4684613640696957,3.439716712364762
ENSG00000099783,2.486461827949105,2.8103704876791853,2.8744354453424825,2.854175677280675,2.636400846580898,3.2061084491510927,2.8476355305594407,2.9340577509403296,2.8922232090563083,2.3697149162152193,2.2219316785394567,2.471856764153022,2.5476333030438534
ENSG00000122565,2.9247668856722204,2.833034090423049,2.9255272972993245,3.148850529002135,3.1588753389603967,2.8271185654580253,3.1899535922450837,3.1187846022279744,2.622856643102047,2.724998225954708,3.0433467277531787,2.9096878824817765,3.002576164079434
ENSG00000156508,2.9247668856722204,2.85519541665094,3.1676475327789686,3.1273522302165078,3.003823779567139,2.8077315008521397,3.2753907727097373,3.146508172930396,3.3054115742156083,3.2169030773610663,3.0978530129885966,2.9096878824817765,3.1390337938534776
ENSG00000044574,2.9247668856722204,2.7871813116443844,3.0647898378145193,3.0599368747355027,3.084351677083134,2.953224565392506,2.7827756247221447,2.9340577509403296,2.8922232090563083,2.896335286966226,2.7896454397622654,2.9483277885636827,2.965339839674915
ENSG00000147889,2.099506368300579,2.8980969779836414,1.882788780738768,1.7846697991138674,1.8037576897348693,3.1928776627806355,1.7705504919904982,1.5717557874128223,1.8987864451080856,2.0596297902544403,1.7404795740912804,1.6748074935822863,1.543353469559566
ENSG00000198668,2.9247668856722204,2.997929439049281,2.8205920014127948,2.909719131717198,2.7860766486921924,2.901113523486507,2.8476355305594407,2.7072953752699873,2.8922232090563083,2.8643362427991703,2.7147099177933915,2.4088763494672967,2.6036433717865815
ENSG00000234851,2.7647589926795275,2.85519541665094,2.7636836324138425,3.105381581263455,3.1588753389603967,2.883121731566118,2.878553239042762,2.899657828988085,2.7209311614480423,2.8643362427991703,3.0433467277531787,2.471856764153022,2.8445104668821477
ENSG00000126777,3.1607502814876693,2.7391245941706934,3.1676475327789686,2.666224475055436,2.853273947129258,2.6374060467130223,3.1207162061085354,2.5711710666518153,2.852071683832284,2.6060632801695314,2.892468273330715,2.783911022083346,2.7549997110977276
ENSG00000171863,2.439538122245324,2.4886924031036064,2.236200601096458,2.007528715470486,2.3043476148131448,2.403072607686965,2.3230352649509705,1.9958549886098074,1.5148230196055468,2.2569423427795012,2.448862446215656,2.191941059890587,1.9298409488777595
ENSG00000144713,2.164824617230797,2.5198228371001417,2.1316871034157976,2.795364772749675,2.184976054485816,2.6827834121114154,2.7134153299157164,2.5213418506518814,2.45494973187647,2.4710489078327122,2.448862446215656,2.4088763494672967,2.425220819957094
ENSG00000170515,2.486461827949105,2.8980969779836414,2.5704914914011145,2.189660470606603,2.0493985581034546,2.5652288208935694,2.599424942242136,2.5213418506518814,2.622856643102047,2.5181084433080456,2.892468273330715,2.587037548671646,2.7549997110977276
ENSG00000063177,2.5312820348332714,2.8980969779836414,2.9501265447578846,2.8252025030349586,2.3590829343859125,2.4874339491923703,2.676843503330091,2.9673135663722525,2.3249727784342538,2.4710489078327122,3.070971191300139,2.587037548671646,1.9298409488777595
ENSG00000169564,3.2284731684882577,3.0533703751142736,3.0862251856908576,3.3239961649408527,2.885251807987741,3.018733293965801,2.9376607464365114,3.225345599065225,2.9679911936972405,3.2395010706409986,2.985697367125115,2.8694947151801347,2.6566820074089925
ENSG00000124172,2.3903037106936758,2.5198228371001417,2.330817232162015,2.732877828980749,2.4109771358497003,2.403072607686965,2.5155059774310504,2.5213418506518814,2.6730957471144903,2.686903605391505,1.631701593011794,2.531104567180145,2.7549997110977276
ENSG00000196531,2.9539106380977374,2.3890265748749844,2.4968033786293518,2.517898754721667,2.3043476148131448,2.2444246658791225,2.676843503330091,2.4688988730808035,1.7864223279342177,2.9866123459957326,2.6750254774310402,2.9483277885636827,2.6566820074089925
ENSG00000009307,3.0881056747046842,2.9787443823685424,2.847876069167477,2.909719131717198,2.820239626361859,3.2320561650075508,3.1443320061172453,2.5711710666518153,2.8922232090563083,3.0425653622732725,2.8593549675479437,2.471856764153022,2.5476333030438534
ENSG00000237973,2.6928245990661535,2.85519541665094,3.020489435479612,2.795364772749675,3.084351677083134,2.7472076914566634,2.8476355305594407,2.9673135663722525,3.0718583843122786,2.8312793153025146,2.7896454397622654,2.7382059116013373,2.800756276744835
ENSG00000283429,2.9247668856722204,2.8103704876791853,2.9501265447578846,2.962339175246786,2.9462941792954913,2.767792004072847,2.5583455007308484,2.5711710666518153,2.392071521383173,2.8643362427991703,2.7147099177933915,2.6400070561241384,2.7549997110977276
