6.187859087917457	6.898412854248522	7.019260037953002	6.952113192982306	6.941518230937043
5.414060808589091	5.846357702685581	5.748964540877715	5.900873413091157	5.715405555655569
5.590642104089762	5.491265989363089	5.453888447796936	5.521896466561496	5.513803769608343
5.116316873334139	5.441732403477428	5.501026311460712	5.458152003484645	5.417797927001862
5.134725858642383	5.430791147850638	5.432203228504624	5.459838273434409	5.366101659160463
3.768926133027751	5.196301887762607	5.196371602492295	5.1152628679505225	4.995260928953865
5.278865065077294	5.2700142814666275	5.2393749651788095	5.315057650947913	5.229899236427081
5.0622388139779	5.246042174143869	5.149013595919615	5.273304158017822	5.17234042355634
4.65667073819414	5.156096760662177	4.962996513613784	5.076472476558549	4.954464764231235
4.258380581623385	5.184643716782384	4.924288995505617	5.0590167624711375	5.1085231917175244
4.793911463914502	5.216950098702715	5.044297886563476	5.0739973809320205	5.195259591603398
3.668763664726192	5.225991984618997	4.957138163086118	5.017935316649616	5.080681873803552
5.078449934886558	4.7067125703056325	4.704474807694701	4.7350687502513225	4.700586068450937
3.7807694207877938	4.841005524929886	4.432297581245125	4.58122234549107	4.979766428670193
4.699855962886732	4.699119190752026	4.64606836808219	4.531321129284692	4.704706360260851
4.497552780261358	5.067853589353959	4.905905786959423	4.910103585011849	4.925213562042259
4.661562230408809	5.073111382588027	4.933355405141082	4.924595542135833	4.9383198408364
4.933336767004209	4.732844321844851	4.700685402870673	4.6326119743519865	4.75286945228657
4.718466604383196	4.324405992474921	4.1600441676034805	4.182881178083587	4.175069058891595
4.083243767739898	4.2614880633612415	4.322177740516132	4.442185218965863	4.382444425294201
4.3883116951030114	4.35174674231592	4.253340864584018	4.275152322538987	4.287248653343102
4.53700851995349	4.4590533792717055	4.466464911542019	4.522756683401208	4.3710288804643405
4.15863298755554	4.219284807967125	4.020341547822978	3.997564656034199	3.999985964403714
4.322034637308292	3.6222857370177994	3.5974610232836137	3.5341923267940847	3.7347931152342655
4.349074821446694	4.1291270881233215	4.210882973287879	4.12056542767376	4.242570332359296
4.62680841382092	3.7580679580307823	3.9010524383543927	3.8982654362320237	3.9221604014452898
4.695148676272135	3.397430772480172	3.381142425123437	3.5225676681363454	3.3571452485311646
4.514653352586679	3.738341234741892	3.8401078589428086	3.8982654362320237	3.913127046912788
4.335646123037972	3.6976805171099594	3.81280712978436	3.8738789402041967	3.6675043702254166
3.7569408990133732	4.007451924043761	4.179412857068189	4.139671246858772	4.175069058891595
4.029629349057124	3.976534836935501	4.049887103576716	4.06095499963517	3.974711160169972
3.628455670414186	3.936493808233591	4.012816718119726	4.094509565110027	3.7978381397498215
3.9333428995080872	3.7963910080580057	3.7361368373799153	3.579384992924382	3.6904407346808887
