,L19,K18,K20,K21,K22,K23,K24,L18,L20,L22,L23,L24
ENSG00000237550,2.331436917435831,3.0879815901538867,3.0751749807634305,3.0345269491657874,3.236517897954084,3.141505677503139,2.8737913391514636,3.0812267228019974,3.042659269045408,2.8551585765484395,2.955838066327751,3.2747284770115574
ENSG00000108107,2.427034324518692,3.008556828537073,2.6160868313177863,2.5152239405161234,2.7343083631181453,2.964204533390297,2.940550264415304,2.916601844291516,2.9381904682658257,2.7227613818077376,2.7756780048944165,2.5501943451663167
ENSG00000110700,3.345046689727698,2.8994893135385644,3.091770172747601,3.167109026730326,3.0000810398917466,3.0858264738183587,3.023148865530787,2.8368081454565233,2.8459692453053758,2.97205856806871,3.1259785731941063,2.799918947993123
ENSG00000185641,3.586454452381336,2.8994893135385644,3.023670115342142,3.093512336204876,2.856945059405881,3.3226410838179823,2.940550264415304,3.259503629813543,3.172701025854224,3.115687953414274,3.2408116828773545,3.0652434215651727
ENSG00000108602,3.8814839603862112,2.144268500868506,2.109837608537983,1.6507489232936088,2.2376799417966073,2.0390589173447244,2.2135679650200895,1.6585137185970964,2.0880901491160686,2.307627738230357,1.7496302400106518,1.6268722564839087
ENSG00000167526,3.098593540657302,3.008556828537073,3.005894966309945,2.950043661447419,3.0646338350200284,3.0268633521916586,3.398743092394682,3.036890174616039,3.1551273327130294,3.2412550869100096,2.93501482564717,3.0862078467694714
ENSG00000189159,3.0750281077322423,3.2626751461252277,2.829865646099438,3.235658575923467,3.0801413155249158,3.1942475376942854,2.9618482827134334,2.9418449375315827,2.796459942877294,2.83004443729166,3.2251924664789047,2.904722427071074
ENSG00000087086,3.7075096815406914,2.237844480489275,2.6925380882358243,2.6124671189800597,2.594501732522419,2.437358404176848,2.9618482827134334,2.5864180646632224,2.893142574521474,2.6025699619576055,2.6439956112558414,2.929292721795992
ENSG00000158710,2.974786504736343,2.8994893135385644,2.9314555728622276,2.7824877707530127,3.110452957945632,2.942414330587497,2.8022548112557626,2.8368081454565233,3.223641760830621,3.076712086555426,2.8238510755546025,2.929292721795992
ENSG00000089157,3.16613050813522,3.0687089377266483,3.2298996992888203,3.014065793560091,3.2752392567819144,3.2764036126050393,3.298594428440676,3.0812267228019974,3.1190253915364217,3.1532015183996935,3.1084419554367106,3.0438300607657625
ENSG00000161970,2.3803775442782653,3.1254471528256595,3.2008108854102653,3.2520861040391877,3.168451737751099,3.0665558269941746,3.236515217105706,3.1644055221773186,3.390938537857325,3.076712086555426,3.256190686482147,2.999576618766616
ENSG00000197958,3.121616405280421,3.1436663761529418,3.0411348186393807,2.950043661447419,3.139872771233821,3.0268633521916586,3.062023052642257,2.9904963309355543,3.1190253915364217,3.0152428912409377,3.143212950649651,3.021948115684884
ENSG00000109971,2.974786504736343,3.0687089377266483,2.969367762634562,3.167109026730326,3.032878229961191,3.123288246525625,3.1872882396165716,3.27748426055309,3.062304452317194,3.25797220949895,3.384893576836812,3.146586412800304
ENSG00000198431,3.628455670414186,2.575737349415911,2.5333033333053905,2.548700093862512,2.6668462973521585,2.6050076133284232,2.5506189826556342,2.30012091338035,2.744371209321778,2.307627738230357,2.3518466217727236,2.51409142634444
ENSG00000154582,2.331436917435831,3.161559590161701,3.2581662173433354,2.8577587764343026,3.139872771233821,3.4228765812742665,3.2039679414615314,3.036890174616039,2.893142574521474,3.4254845117166273,3.286256836951356,3.021948115684884
ENSG00000131469,2.737954789145426,2.9663463191382,2.9314555728622276,2.904965403891001,3.3366185273787474,3.123288246525625,3.2680364739989205,2.4329600851712296,3.1551273327130294,3.1532015183996935,2.9137487398009916,2.9766931628443603
ENSG00000164032,3.121616405280421,3.1436663761529418,3.023670115342142,3.2998090287685744,2.8946951477473455,3.3811424251234374,2.98270213876476,2.916601844291516,3.062304452317194,3.0152428912409377,2.9137487398009916,3.0862078467694714
ENSG00000105372,3.4321536261610626,3.0879815901538867,3.091770172747601,2.971842984835453,3.0646338350200284,3.2605035097703694,3.4772614562586512,2.9418449375315827,2.95997559155357,3.2744144586963677,3.1084419554367106,3.165928777002959
ENSG00000173812,3.3630856730227805,2.944553551942312,2.8510260681355715,2.8577587764343026,2.9310718550230646,3.0268633521916586,2.940550264415304,2.916601844291516,3.172701025854224,2.97205856806871,2.9762365298572915,3.146586412800304
ENSG00000186468,3.4967578391195566,2.7506584248691976,2.740440195542114,2.904965403891001,3.0801413155249158,3.0469065132357636,2.940550264415304,2.7194296169635117,3.042659269045408,3.096389897741367,2.9762365298572915,3.165928777002959
ENSG00000149273,3.3630856730227805,3.324817934743354,3.1859428896479582,3.167109026730326,3.1252710513649498,3.0064102319601194,3.1703255993179997,3.144250416716737,2.9812962242512433,3.2069583490583873,3.2251924664789047,2.953273766258278
ENSG00000119705,2.47161094278722,2.7235481185240866,3.023670115342142,2.8577587764343026,2.9661716128236284,2.9201387180356875,2.8022548112557626,2.6877983255710634,3.1004736014220433,2.633999028124849,3.0539077717484235,2.3972343779226857
ENSG00000106366,2.0427009719032965,1.5619054348146768,2.0178602110045967,2.3286365883076603,2.2012941668972243,2.321371593285265,2.2988911735497113,2.146892449919592,2.3173505810482693,1.5849010865274713,2.273451942724104,2.216577440434282
ENSG00000106153,2.47161094278722,2.777053120265385,3.005894966309945,3.1309875878267808,3.1252710513649498,3.0268633521916586,3.298594428440676,3.1644055221773186,2.95997559155357,3.2412550869100096,3.143212950649651,3.1849041023264317
ENSG00000005022,3.187665892579375,3.008556828537073,2.829865646099438,3.074234556450399,2.797505504255811,2.9201387180356875,3.0031299804235325,2.7194296169635117,3.1004736014220433,3.171443442112161,2.8920205628863487,3.1849041023264317
ENSG00000229344,2.802624827839215,3.3974307724801713,3.058299734288597,3.1309875878267808,3.2098447780044137,3.211227604029944,3.0809077502437887,3.102678993324027,3.0226204057163093,3.171443442112161,3.329726194160737,3.2035260595482007
ENSG00000142864,2.1683601934841255,3.106889819777122,3.155526827143221,3.0345269491657874,3.262498007312263,3.2443465033727112,2.9618482827134334,3.102678993324027,3.2069481921652514,3.0566392733395205,3.3576902672801445,2.879533193533096
ENSG00000132475,3.187665892579375,3.2626751461252277,3.1241565277812886,3.0545778266212573,2.8177138049582915,2.748544656607301,3.252400039115397,2.864119637118169,3.1372392720475757,3.306509485177949,2.955838066327751,3.0862078467694714
ENSG00000115310,3.307962142842455,2.6375071041031664,2.740440195542114,2.9277585173287863,3.016614085860233,2.964204533390297,2.826673365708216,2.621366007236285,2.893142574521474,2.6940405281771143,3.1601553296456033,3.0862078467694714
ENSG00000136238,3.2293933721603025,2.4752802358783286,2.9877981347773117,2.881640622511081,2.875998226646643,3.0469065132357636,2.5183106919722986,2.621366007236285,2.4332893758783753,2.8042832942188514,2.8920205628863487,2.827167402349966
ENSG00000130726,2.2799772958559092,2.876172037909734,2.9505913237560435,2.881640622511081,2.837521806261533,2.964204533390297,2.850509839690172,2.9904963309355543,3.0815711263088716,3.0361552745533733,3.0539077717484235,2.799918947993123
ENSG00000108953,2.3803775442782653,2.7506584248691976,2.7635573743840522,2.5810917995152556,2.9130489003700903,2.964204533390297,3.117639790180549,3.0593041447743046,2.95997559155357,3.171443442112161,2.9962272005623616,3.239760857488392
ENSG00000136938,2.9206270209924448,2.827840146677329,2.9314555728622276,2.8082127943534347,2.7768803905771393,2.573651184717234,2.8022548112557626,2.8368081454565233,2.8459692453053758,2.7227613818077376,2.52453981912366,2.310979989596351
ENSG00000155506,3.3808050089980335,2.944553551942312,3.170850496045452,2.881640622511081,3.168451737751099,2.664916523426226,2.98270213876476,2.8907049989571707,2.6894194240360836,2.3899099578838325,3.2093254140363596,2.879533193533096
ENSG00000218227,2.892406055117927,3.008556828537073,2.786152201823179,2.993177218343412,3.1542643456841084,3.0665558269941746,3.1530702556929633,3.036890174616039,3.062304452317194,2.8042832942188514,2.8920205628863487,3.0652434215651727
ENSG00000262902,3.2293933721603025,3.0879815901538867,3.0751749807634305,2.8332926045557967,3.016614085860233,3.3668348013080878,3.2039679414615314,3.102678993324027,2.9812962242512433,2.8796574169684797,3.2251924664789047,3.1849041023264317
ENSG00000111716,2.9206270209924448,2.944553551942312,2.829865646099438,3.403031642456289,3.1542643456841084,3.1047327729669987,2.8022548112557626,3.036890174616039,3.0815711263088716,3.096389897741367,2.869809766448402,2.999576618766616
ENSG00000108821,3.4967578391195566,2.144268500868506,2.1940631569040283,2.099060029191104,2.08344767110224,1.5601212939224225,2.120279832665388,2.0901135251698286,2.0880901491160686,2.119459868950941,1.8162105650922193,1.0356229545173679
ENSG00000132341,2.9206270209924448,2.9876742731934423,2.8510260681355715,2.993177218343412,2.983270050627511,3.0064102319601194,3.023148865530787,2.8368081454565233,3.042659269045408,3.0361552745533733,3.0158260640491994,2.929292721795992
ENSG00000188846,2.6323604217819225,2.9222752594615735,3.005894966309945,2.8332926045557967,2.856945059405881,3.0064102319601194,2.698141833108658,2.7194296169635117,3.0021717607936926,2.777840926868859,2.869809766448402,3.221807569613337
ENSG00000225630,2.331436917435831,3.4519486496968588,3.1859428896479582,2.8332926045557967,2.9661716128236284,2.8973555755653986,2.7515526496981417,2.9904963309355543,3.0021717607936926,3.076712086555426,3.035048184003741,3.0652434215651727
ENSG00000026508,3.527559356278388,1.925878550917462,2.58924664344096,2.5810917995152556,2.594501732522419,2.2358274587022238,2.7252037884422164,2.7798401083113946,2.46912946878017,2.2638000906198137,2.313417301323406,2.310979989596351
ENSG00000163466,2.974786504736343,2.8027690140832524,2.7635573743840522,2.8577587764343026,2.94877572514346,2.748544656607301,2.8737913391514636,3.0139622772416415,2.8698340494989254,2.83004443729166,2.7506923203682128,2.879533193533096
ENSG00000114391,2.427034324518692,2.852298060341074,2.9119464893927844,2.7560834571115813,3.0646338350200284,2.942414330587497,2.918788751107351,3.036890174616039,3.0815711263088716,2.926924859653383,2.8238510755546025,3.0862078467694714
ENSG00000197061,2.802624827839215,2.777053120265385,3.2298996992888203,3.074234556450399,3.139872771233821,2.9201387180356875,3.1703255993179997,2.8907049989571707,2.8215209591818984,2.9497463237060035,2.7506923203682128,2.904722427071074
ENSG00000131747,3.0508939151555654,2.852298060341074,3.0751749807634305,3.014065793560091,2.68984305887318,2.8006479133077216,2.6417165385060017,2.621366007236285,3.0021717607936926,2.83004443729166,2.8470944229269297,2.8536930307952515
ENSG00000166598,2.974786504736343,2.7235481185240866,2.9119464893927844,2.971842984835453,2.8177138049582915,2.8006479133077216,2.450383245780447,2.7194296169635117,2.9159201640394112,2.7227613818077376,2.67175589490944,2.953273766258278
ENSG00000153187,3.398215828874764,2.4752802358783286,2.5333033333053905,2.7824877707530127,2.6192027015985198,2.748544656607301,2.5183106919722986,2.7194296169635117,2.95997559155357,2.7506803259476897,2.586050366440419,2.929292721795992
ENSG00000174444,2.948073374270822,2.777053120265385,2.892049215794925,2.8332926045557967,2.8177138049582915,2.664916523426226,3.0994424160762195,2.6877983255710634,2.8459692453053758,3.076712086555426,2.9137487398009916,2.879533193533096
ENSG00000166441,2.737954789145426,2.777053120265385,2.8082477630973037,2.881640622511081,2.837521806261533,2.541279613375632,2.7515526496981417,2.655133721606753,2.9159201640394112,2.8551585765484395,2.52453981912366,2.799918947993123
ENSG00000161011,3.398215828874764,1.925878550917462,2.1940631569040283,2.0460669372715405,2.3712725232030567,2.3615473185118185,2.2571392996209028,1.7446484179660615,2.3173505810482693,2.119459868950941,1.8162105650922193,2.51409142634444
ENSG00000242071,3.098593540657302,2.944553551942312,2.892049215794925,3.074234556450399,3.0000810398917466,3.211227604029944,3.0031299804235325,2.655133721606753,3.1551273327130294,3.0152428912409377,2.7756780048944165,2.879533193533096
ENSG00000187109,2.948073374270822,2.8994893135385644,2.7635573743840522,2.6724105143736083,2.9661716128236284,2.825715651950415,2.5506189826556342,2.7798401083113946,2.8215209591818984,2.99388382226452,2.6154426365680328,2.5501943451663167
ENSG00000008394,3.4809938416330906,2.7235481185240866,2.9877981347773117,2.7010864788227886,2.7123228360482607,2.541279613375632,2.5819160339040934,2.655133721606753,2.600878318353956,2.6940405281771143,2.6987663147922025,2.999576618766616
ENSG00000135506,0.9356174748518671,2.5098994237939567,2.969367762634562,2.7824877707530127,2.94877572514346,2.8501703356562453,3.252400039115397,2.9418449375315827,3.1004736014220433,2.97205856806871,2.7506923203682128,2.8536930307952515
ENSG00000138668,3.2496218265358645,3.1254471528256595,2.58924664344096,2.6124671189800597,2.983270050627511,3.159397162730438,2.8965431196651212,3.3125037449766257,2.9812962242512433,2.633999028124849,3.143212950649651,2.999576618766616
ENSG00000102317,3.0750281077322423,2.6670176938547527,2.443043125794571,2.904965403891001,2.6668462973521585,2.8973555755653986,2.777225034711668,3.0812267228019974,2.2755117012436177,2.5018823743265663,2.313417301323406,2.799918947993123
ENSG00000165119,3.0008045709488727,2.2815413039138033,2.740440195542114,2.6124671189800597,2.6192027015985198,2.8006479133077216,3.023148865530787,2.621366007236285,2.5695324075894197,2.664470333196366,2.8470944229269297,2.4766361088478366
ENSG00000243859,2.107503065452638,2.607099088779856,3.2154610585072714,3.1309875878267808,2.856945059405881,3.0268633521916586,3.117639790180549,2.9664664748185525,3.1190253915364217,3.0566392733395205,2.9962272005623616,2.771907167359592
ENSG00000117450,3.345046689727698,2.777053120265385,2.740440195542114,2.8082127943534347,2.6668462973521585,2.774935590249597,3.062023052642257,2.621366007236285,2.8698340494989254,2.633999028124849,2.7756780048944165,2.6828317719999895
ENSG00000219928,2.863365480195755,2.7506584248691976,2.9314555728622276,2.548700093862512,2.7343083631181453,2.774935590249597,2.7515526496981417,2.8368081454565233,2.5037293698610474,2.777840926868859,2.8238510755546025,3.165928777002959
ENSG00000150687,2.7708124941572883,2.5433601178299035,2.5333033333053905,3.0545778266212573,2.4609213933648286,2.6935767071132117,2.612263232158015,2.7798401083113946,2.6312714529933126,2.9497463237060035,2.52453981912366,2.7430880578430834
ENSG00000104904,3.16613050813522,2.5433601178299035,2.6422254137152157,2.7824877707530127,2.516512410881995,2.825715651950415,2.98270213876476,2.7500909717211823,2.7707546922849677,2.97205856806871,2.6439956112558414,2.1123251335497333
ENSG00000119335,3.2293933721603025,2.8994893135385644,2.892049215794925,2.7824877707530127,2.837521806261533,2.7214383187552693,3.0427748474962257,2.6877983255710634,2.46912946878017,2.7506803259476897,2.8238510755546025,2.618710534352989
ENSG00000100345,2.974786504736343,2.6375071041031664,2.786152201823179,2.7010864788227886,2.543190405480363,2.541279613375632,2.918788751107351,2.808729741696889,2.9812962242512433,2.97205856806871,2.424539833020816,2.799918947993123
ENSG00000170421,2.737954789145426,2.7506584248691976,2.6422254137152157,2.904965403891001,2.875998226646643,2.774935590249597,2.8737913391514636,2.8907049989571707,2.46912946878017,2.926924859653383,2.6439956112558414,2.799918947993123
ENSG00000075415,2.5552122598989038,2.607099088779856,2.829865646099438,2.5810917995152556,2.594501732522419,2.635410635990984,2.5506189826556342,2.9904963309355543,2.9159201640394112,2.57012096752114,2.8000545927720353,2.771907167359592
ENSG00000110958,3.208747264400502,2.777053120265385,2.6676981382593183,2.7560834571115813,2.7768803905771393,2.774935590249597,2.7515526496981417,2.655133721606753,2.7172727315341447,2.8796574169684797,2.6154426365680328,2.51409142634444
ENSG00000213585,3.121616405280421,2.777053120265385,2.8082477630973037,2.7010864788227886,2.856945059405881,2.9855300312745556,2.7515526496981417,3.1644055221773186,2.8698340494989254,2.777840926868859,2.8920205628863487,2.929292721795992
ENSG00000110321,3.026162828072709,2.575737349415911,2.6422254137152157,2.407495785414708,2.797505504255811,2.2358274587022238,2.3389694701390287,2.3906111973878614,2.46912946878017,2.4286440169052654,2.3888536198814205,2.7430880578430834
ENSG00000181163,3.121616405280421,3.0879815901538867,3.0411348186393807,2.9277585173287863,3.016614085860233,3.1047327729669987,3.117639790180549,2.9418449375315827,2.8698340494989254,2.8551585765484395,2.8920205628863487,2.799918947993123
ENSG00000117523,2.892406055117927,2.6375071041031664,2.740440195542114,2.7010864788227886,3.048882079501153,2.635410635990984,2.8965431196651212,3.0139622772416415,2.6894194240360836,2.633999028124849,3.176815440096799,2.879533193533096
ENSG00000169100,3.464977354978879,2.575737349415911,2.8510260681355715,2.8577587764343026,2.9310718550230646,2.6050076133284232,2.4146070144300196,3.1236807123722374,2.2755117012436177,2.7506803259476897,2.586050366440419,2.999576618766616
ENSG00000008018,3.4967578391195566,2.6375071041031664,2.109837608537983,2.286745295574031,2.8177138049582915,2.8006479133077216,2.6417165385060017,2.621366007236285,2.5695324075894197,2.7506803259476897,2.6439956112558414,2.953273766258278
ENSG00000270906,2.427034324518692,3.029012208079602,2.58924664344096,3.149211393206245,3.139872771233821,3.1047327729669987,2.98270213876476,3.102678993324027,3.0815711263088716,3.171443442112161,2.6154426365680328,2.5850391335367315
ENSG00000167642,2.863365480195755,3.008556828537073,2.6676981382593183,3.1124255010547857,2.8946951477473455,3.0469065132357636,2.612263232158015,2.916601844291516,2.5695324075894197,3.0152428912409377,2.9137487398009916,2.799918947993123
ENSG00000130402,3.269449190577126,2.7235481185240866,2.892049215794925,3.218956670513696,2.8177138049582915,2.7214383187552693,2.826673365708216,2.7798401083113946,2.95997559155357,3.076712086555426,2.8000545927720353,2.999576618766616
ENSG00000221983,2.6323604217819225,2.1921506495547103,2.443043125794571,2.642887900778712,2.431922339312085,2.321371593285265,1.9616744205433834,2.4329600851712296,2.4332893758783753,2.3899099578838325,2.424539833020816,2.310979989596351
ENSG00000176340,3.098593540657302,2.827840146677329,2.6160868313177863,2.6124671189800597,2.402057160827084,2.8740412356547638,2.7252037884422164,2.808729741696889,2.600878318353956,2.7227613818077376,2.8000545927720353,2.8536930307952515
ENSG00000108424,2.737954789145426,3.008556828537073,3.058299734288597,2.6724105143736083,3.016614085860233,2.748544656607301,2.777225034711668,3.3628356692952823,2.396116868957499,2.99388382226452,2.8920205628863487,2.8536930307952515
ENSG00000206503,3.2888910611889934,2.144268500868506,1.9684913574756926,1.990107657178856,2.1635343131468123,1.6442468774041343,2.2571392996209028,1.897419906837575,2.0880901491160686,1.8199816233705435,1.9373873701933306,2.1123251335497333
ENSG00000099783,2.8334562614958463,2.6375071041031664,2.786152201823179,2.7289630037803705,3.032878229961191,2.7214383187552693,2.7252037884422164,2.7500909717211823,2.5695324075894197,2.664470333196366,2.3888536198814205,2.651285006794952
ENSG00000122565,2.948073374270822,2.7235481185240866,2.892049215794925,2.7560834571115813,2.7558209069320787,2.964204533390297,2.6703271097572476,2.029915656511282,3.062304452317194,2.8042832942188514,2.7756780048944165,2.8536930307952515
ENSG00000156508,3.098593540657302,2.7506584248691976,2.740440195542114,2.7824877707530127,2.9661716128236284,2.6050076133284232,2.826673365708216,2.864119637118169,2.744371209321778,2.9497463237060035,2.869809766448402,2.999576618766616
ENSG00000044574,2.892406055117927,2.4752802358783286,2.6422254137152157,2.8332926045557967,2.8177138049582915,2.6050076133284232,2.3389694701390287,2.8368081454565233,2.8698340494989254,2.9497463237060035,2.8000545927720353,2.618710534352989
ENSG00000147889,1.529059577974396,3.008556828537073,2.561666144113193,2.548700093862512,2.837521806261533,3.0858264738183587,2.612263232158015,2.7798401083113946,2.600878318353956,2.99388382226452,2.955838066327751,3.0652434215651727
ENSG00000198668,3.144121124429833,2.5098994237939567,2.6422254137152157,2.44470965875952,2.837521806261533,2.573651184717234,2.6703271097572476,3.036890174616039,2.796459942877294,2.7506803259476897,2.7506923203682128,2.651285006794952
ENSG00000234851,2.863365480195755,2.4394194481713662,2.5333033333053905,2.2430221021591006,2.7768803905771393,2.4732122481056007,2.612263232158015,2.512629859981917,2.744371209321778,2.6940405281771143,1.9928801084548275,2.7134136987754056
ENSG00000126777,2.802624827839215,2.4394194481713662,2.443043125794571,2.6124671189800597,2.7558209069320787,2.4732122481056007,2.120279832665388,2.621366007236285,2.357509040624609,2.349614904885016,2.586050366440419,2.1123251335497333
ENSG00000171863,1.7310111519282299,2.607099088779856,2.6925380882358243,2.8577587764343026,2.9130489003700903,2.774935590249597,3.0427748474962257,2.655133721606753,3.1004736014220433,2.664470333196366,2.955838066327751,2.879533193533096
ENSG00000144713,2.594530136271819,2.6375071041031664,2.152836863615282,2.6124671189800597,2.431922339312085,2.748544656607301,2.2988911735497113,2.4329600851712296,2.744371209321778,2.777840926868859,2.6987663147922025,2.51409142634444
ENSG00000170515,2.668811590697051,2.3234083897541575,2.6422254137152157,2.480588203904193,2.4891031475459164,2.4732122481056007,2.698141833108658,2.621366007236285,2.7707546922849677,2.6940405281771143,2.9762365298572915,2.5501943451663167
ENSG00000063177,2.7708124941572883,2.9222752594615735,2.6925380882358243,2.9277585173287863,2.797505504255811,3.0665558269941746,2.6417165385060017,2.9418449375315827,2.6312714529933126,2.83004443729166,2.8470944229269297,2.771907167359592
ENSG00000169564,3.144121124429833,2.7506584248691976,2.786152201823179,2.7560834571115813,2.594501732522419,2.664916523426226,2.5819160339040934,2.512629859981917,2.6894194240360836,2.664470333196366,2.9137487398009916,2.7430880578430834
ENSG00000124172,2.594530136271819,2.827840146677329,2.9505913237560435,2.7010864788227886,2.7768803905771393,2.573651184717234,2.8965431196651212,2.864119637118169,2.9812962242512433,2.926924859653383,2.93501482564717,2.4377231158084465
ENSG00000196531,2.7039806686546064,2.7506584248691976,2.6676981382593183,2.7824877707530127,2.3712725232030567,2.8740412356547638,2.850509839690172,2.864119637118169,2.95997559155357,2.1699238987176406,2.8238510755546025,2.651285006794952
ENSG00000009307,2.7039806686546064,2.9876742731934423,3.0411348186393807,2.7824877707530127,2.6433082116704965,2.541279613375632,2.8965431196651212,2.7500909717211823,2.8698340494989254,2.903570388708615,2.93501482564717,2.5850391335367315
ENSG00000237973,3.144121124429833,2.9222752594615735,2.8510260681355715,2.8332926045557967,2.875998226646643,2.942414330587497,2.777225034711668,2.7500909717211823,2.893142574521474,2.7506803259476897,3.0539077717484235,2.953273766258278
ENSG00000283429,2.863365480195755,2.827840146677329,2.8082477630973037,2.9277585173287863,2.594501732522419,2.8501703356562453,2.7515526496981417,2.4329600851712296,2.4332893758783753,2.83004443729166,2.6439956112558414,2.4766361088478366
ENSG00000125868,2.5552122598989038,2.607099088779856,2.5333033333053905,2.7824877707530127,2.4891031475459164,2.4732122481056007,2.826673365708216,2.7798401083113946,2.744371209321778,2.8551585765484395,2.3518466217727236,2.1658092401381523
ENSG00000161016,3.2496218265358645,2.6670176938547527,2.5333033333053905,2.5152239405161234,2.856945059405881,2.5078249647487114,2.5819160339040934,2.655133721606753,2.5695324075894197,2.6940405281771143,2.8470944229269297,2.5850391335367315
ENSG00000006327,3.0750281077322423,2.5433601178299035,2.8510260681355715,2.8332926045557967,2.6668462973521585,2.774935590249597,2.8022548112557626,3.036890174616039,2.6312714529933126,2.83004443729166,2.6154426365680328,2.9766931628443603
ENSG00000235297,3.144121124429833,2.4752802358783286,2.6160868313177863,2.3688433321431077,2.7768803905771393,2.400171104458856,2.6417165385060017,2.808729741696889,2.537172046072884,2.307627738230357,2.6439956112558414,2.771907167359592
ENSG00000140416,2.331436917435831,2.5433601178299035,2.786152201823179,2.642887900778712,2.7768803905771393,2.1422751328062524,2.6417165385060017,2.512629859981917,2.7707546922849677,2.7506803259476897,2.8238510755546025,2.799918947993123
ENSG00000196924,2.8334562614958463,2.3234083897541575,2.6676981382593183,2.6124671189800597,2.8177138049582915,2.8501703356562453,2.8737913391514636,2.7194296169635117,2.537172046072884,2.5365836212265225,2.7756780048944165,2.799918947993123
ENSG00000172115,2.594530136271819,2.6956823141251833,2.561666144113193,2.6124671189800597,2.6433082116704965,2.321371593285265,2.6417165385060017,2.808729741696889,2.893142574521474,2.8042832942188514,2.7756780048944165,2.953273766258278
ENSG00000143761,3.026162828072709,2.6956823141251833,2.5333033333053905,2.6124671189800597,2.875998226646643,2.6050076133284232,2.4849236252669216,2.550204395372618,2.893142574521474,2.349614904885016,2.7756780048944165,2.216577440434282
ENSG00000164924,2.7708124941572883,2.9222752594615735,2.6160868313177863,2.6724105143736083,2.7768803905771393,2.635410635990984,2.940550264415304,2.621366007236285,2.5037293698610474,2.7506803259476897,2.8470944229269297,2.7134136987754056
ENSG00000131236,2.737954789145426,2.6956823141251833,2.716775940955567,2.7010864788227886,2.9130489003700903,2.825715651950415,2.777225034711668,2.550204395372618,2.660768027301299,2.57012096752114,2.52453981912366,2.3972343779226857
ENSG00000111669,2.6323604217819225,2.876172037909734,2.7635573743840522,2.8577587764343026,2.6433082116704965,2.8006479133077216,2.826673365708216,2.655133721606753,2.8459692453053758,2.7506803259476897,2.725066318478856,2.799918947993123
ENSG00000011304,2.892406055117927,2.4394194481713662,2.233656923895541,2.44470965875952,2.594501732522419,2.635410635990984,3.2203739890833796,2.6877983255710634,2.8215209591818984,2.307627738230357,2.5557679616712456,2.216577440434282
ENSG00000164111,3.2293933721603025,2.4394194481713662,2.474043940624811,2.407495785414708,2.4891031475459164,2.279513972092734,2.4146070144300196,2.2006200062055243,2.5695324075894197,2.119459868950941,2.3888536198814205,2.651285006794952
ENSG00000145741,3.345046689727698,2.4394194481713662,2.58924664344096,2.8332926045557967,2.6192027015985198,2.5078249647487114,2.9618482827134334,2.550204395372618,2.6312714529933126,2.83004443729166,2.6154426365680328,2.651285006794952
ENSG00000118181,3.0008045709488727,2.607099088779856,2.343820365390428,2.7010864788227886,2.6433082116704965,2.635410635990984,2.2988911735497113,2.3906111973878614,2.537172046072884,2.5365836212265225,2.955838066327751,2.5501943451663167
ENSG00000147403,2.668811590697051,2.5433601178299035,2.6925380882358243,2.3688433321431077,3.048882079501153,2.748544656607301,2.826673365708216,2.621366007236285,2.9381904682658257,2.7227613818077376,2.7756780048944165,2.799918947993123
ENSG00000106803,3.0008045709488727,2.5433601178299035,2.443043125794571,2.5810917995152556,2.431922339312085,2.1901449017481576,2.2135679650200895,2.808729741696889,2.537172046072884,2.307627738230357,2.458996299356103,2.771907167359592
ENSG00000142089,2.948073374270822,2.3234083897541575,2.109837608537983,1.990107657178856,2.08344767110224,2.5078249647487114,1.7730827102468583,2.146892449919592,2.035180911127351,2.0663132469945737,2.1429739875864713,1.9959256340365654
ENSG00000150991,3.269449190577126,2.0410234871355173,2.504112532204275,2.3688433321431077,2.306705447766514,2.4732122481056007,2.450383245780447,2.251607503432565,2.3173505810482693,2.664470333196366,2.5557679616712456,2.4377231158084465
ENSG00000100097,2.107503065452638,2.402224678457943,2.443043125794571,2.5810917995152556,2.6192027015985198,2.400171104458856,2.2571392996209028,2.512629859981917,2.3173505810482693,2.4286440169052654,2.3518466217727236,2.1658092401381523
ENSG00000181524,2.2257252341420184,2.6375071041031664,2.892049215794925,2.7824877707530127,2.8177138049582915,2.8973555755653986,2.5506189826556342,2.3463892677860945,2.7172727315341447,2.5365836212265225,2.8000545927720353,2.3972343779226857
ENSG00000103187,2.5552122598989038,2.2815413039138033,2.152836863615282,2.5152239405161234,2.272788141645822,2.437358404176848,2.4849236252669216,2.2006200062055243,2.357509040624609,2.2179631828300193,2.458996299356103,2.1658092401381523
ENSG00000204525,3.187665892579375,1.7236961783460336,1.6767490556097042,1.6507489232936088,1.5440431161480803,1.1277032533786588,1.624158928872088,1.6585137185970964,1.1246897780800145,1.5849010865274713,1.6014855842436053,1.9322163167134605
ENSG00000111057,1.6351247798243675,2.827840146677329,2.829865646099438,2.950043661447419,2.837521806261533,2.8501703356562453,2.8737913391514636,2.916601844291516,2.9812962242512433,2.97205856806871,2.8238510755546025,2.7430880578430834
ENSG00000088832,1.9734067897125138,2.6375071041031664,2.474043940624811,2.286745295574031,2.569175139439375,2.437358404176848,2.2571392996209028,2.7500909717211823,2.796459942877294,2.664470333196366,2.0954025926111686,2.51409142634444
